timestamp,service,level,operation,status,message,details,user_id,session_id
2025-07-11T16:53:30.818333,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T16:53:30.818377,deployment,INFO,info,success,Running test suite,,,
2025-07-11T16:53:30.818423,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T16:53:32.299494,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:53:32.299628,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T16:53:32.299676,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T16:53:32.299827,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T16:53:32.299866,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T16:53:32.299902,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T16:53:32.335254,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T16:53:32.335372,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T16:53:32.368779,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T16:53:34.374166,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T16:53:34.374527,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T16:53:54.669277,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T16:53:54.669403,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T16:53:54.669462,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T16:53:54.669755,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T16:53:54.669905,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T16:53:54.670082,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T16:53:55.278384,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:53:55.278505,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T16:53:55.859361,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:53:55.859508,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T16:53:56.573673,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:53:56.573789,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T16:53:57.133880,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:53:57.133992,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T16:53:57.134030,deployment,INFO,info,success,Running test suite,,,
2025-07-11T16:53:57.134068,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T16:53:58.809229,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T16:53:58.809336,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T16:53:58.809369,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T16:53:58.809705,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T16:53:58.809752,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T16:53:58.809785,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T16:53:58.847356,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T16:53:58.847459,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T16:53:58.882138,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T16:54:00.884000,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T16:54:00.884089,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T16:54:05.891044,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T16:54:05.891927,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T16:54:08.903513,deployment,WARNING,warning,warning,"Slack bot failed to start, continuing with Streamlit only",,,
2025-07-11T16:54:08.903687,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:54:08.903866,deployment,INFO,info,success,✅ streamlit is running (PID: 60096),,,
2025-07-11T16:54:08.905290,deployment,INFO,info,success,🎉 Deployment completed successfully in 14.24 seconds,,,
2025-07-11T16:54:08.905407,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:54:08.905481,deployment,INFO,info,success,✅ streamlit is running (PID: 60096),,,
2025-07-11T16:54:38.910781,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T16:54:38.911536,deployment,INFO,info,success,✅ streamlit is running (PID: 60096),,,
2025-07-11T17:18:23.336183,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T17:18:23.336294,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T17:18:23.336332,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T17:18:23.336387,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T17:18:23.336415,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T17:18:23.336442,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T17:18:24.154263,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:24.154399,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T17:18:24.748833,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:24.749022,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T17:18:25.453239,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:25.453419,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T17:18:25.974475,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:25.974642,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T17:18:25.974998,deployment,INFO,info,success,Running test suite,,,
2025-07-11T17:18:25.975075,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T17:18:27.149416,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:27.149559,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T17:18:27.149927,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T17:18:27.150488,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T17:18:27.150521,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T17:18:27.150576,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T17:18:27.180366,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:27.180460,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T17:18:27.216510,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T17:18:29.221792,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T17:18:29.221960,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T17:18:34.229180,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T17:18:34.229441,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T17:18:37.237156,deployment,WARNING,warning,warning,"Slack bot failed to start, continuing with Streamlit only",,,
2025-07-11T17:18:37.237235,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:18:37.237461,deployment,INFO,info,success,✅ streamlit is running (PID: 71866),,,
2025-07-11T17:18:37.237937,deployment,INFO,info,success,🎉 Deployment completed successfully in 13.90 seconds,,,
2025-07-11T17:18:37.237989,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:18:37.238023,deployment,INFO,info,success,✅ streamlit is running (PID: 71866),,,
2025-07-11T17:18:47.499203,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T17:18:47.499378,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T17:18:47.499666,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T17:18:47.499756,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T17:18:47.499810,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T17:18:47.499858,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T17:18:48.019798,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:48.019939,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T17:18:48.645040,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:48.645151,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T17:18:49.320250,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:49.320351,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T17:18:49.833841,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:49.833971,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T17:18:49.834311,deployment,INFO,info,success,Running test suite,,,
2025-07-11T17:18:49.834371,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T17:18:50.981401,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:50.981550,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T17:18:50.981835,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T17:18:50.981989,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T17:18:50.982029,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T17:18:50.982065,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T17:18:51.015800,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:18:51.015938,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T17:18:51.050586,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T17:18:53.060093,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T17:18:53.061080,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T17:18:58.077544,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T17:18:58.078565,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T17:19:01.089163,deployment,WARNING,warning,warning,"Slack bot failed to start, continuing with Streamlit only",,,
2025-07-11T17:19:01.089390,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:19:01.089550,deployment,INFO,info,success,✅ streamlit is running (PID: 72239),,,
2025-07-11T17:19:01.090129,deployment,INFO,info,success,🎉 Deployment completed successfully in 13.59 seconds,,,
2025-07-11T17:19:01.090242,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:19:01.090410,deployment,INFO,info,success,✅ streamlit is running (PID: 72239),,,
2025-07-11T17:19:07.243229,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:20:21.278699,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T17:20:21.278818,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T17:20:21.279114,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T17:20:21.279182,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T17:20:21.279218,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T17:20:21.279261,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T17:20:21.783788,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:20:21.784026,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T17:20:22.305841,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:20:22.305968,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T17:20:22.936312,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:20:22.936457,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T17:20:23.428386,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:20:23.428511,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T17:20:23.428872,deployment,INFO,info,success,Running test suite,,,
2025-07-11T17:20:23.428934,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T17:20:24.488657,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:20:24.488793,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T17:20:24.489158,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T17:20:24.489339,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T17:20:24.489376,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T17:20:24.489451,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T17:20:24.522281,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T17:20:24.522401,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T17:20:24.552867,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T17:20:26.558233,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T17:20:26.558497,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T17:20:31.566688,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T17:20:31.567006,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T17:20:34.575327,deployment,WARNING,warning,warning,"Slack bot failed to start, continuing with Streamlit only",,,
2025-07-11T17:20:34.575532,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:20:34.575837,deployment,INFO,info,success,✅ streamlit is running (PID: 73203),,,
2025-07-11T17:20:34.576458,deployment,INFO,info,success,🎉 Deployment completed successfully in 13.30 seconds,,,
2025-07-11T17:20:34.576578,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:20:34.576656,deployment,INFO,info,success,✅ streamlit is running (PID: 73203),,,
2025-07-11T17:21:04.582941,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:21:04.583293,deployment,INFO,info,success,✅ streamlit is running (PID: 73203),,,
2025-07-11T17:24:52.441606,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T17:24:52.441745,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T17:24:52.442097,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T17:24:52.442184,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T17:24:52.442219,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T17:24:52.442294,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T17:24:52.958102,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:24:52.958253,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T17:24:53.624230,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:24:53.624380,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T17:24:54.409790,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:24:54.409949,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T17:24:54.942576,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:24:54.942717,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T17:24:54.943040,deployment,INFO,info,success,Running test suite,,,
2025-07-11T17:24:54.943095,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T17:24:56.237588,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:24:56.237744,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T17:24:56.238034,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T17:24:56.238222,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T17:24:56.238265,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T17:24:56.238313,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T17:24:56.272414,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:24:56.272527,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T17:24:56.308087,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T17:24:58.313558,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T17:24:58.313834,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T17:25:03.322479,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T17:25:03.322869,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T17:25:06.330937,deployment,WARNING,warning,warning,"Slack bot failed to start, continuing with Streamlit only",,,
2025-07-11T17:25:06.331064,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:25:06.331166,deployment,INFO,info,success,✅ streamlit is running (PID: 75831),,,
2025-07-11T17:25:06.331800,deployment,INFO,info,success,🎉 Deployment completed successfully in 13.89 seconds,,,
2025-07-11T17:25:06.331893,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:25:06.331962,deployment,INFO,info,success,✅ streamlit is running (PID: 75831),,,
2025-07-11T17:25:36.336984,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:25:36.337361,deployment,INFO,info,success,✅ streamlit is running (PID: 75831),,,
2025-07-11T17:26:02.147078,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T17:26:02.147219,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T17:26:02.147526,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T17:26:02.147608,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T17:26:02.147640,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T17:26:02.147706,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T17:26:02.654265,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:26:02.654428,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T17:26:03.195663,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:26:03.195814,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T17:26:03.866581,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:26:03.866722,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T17:26:04.433864,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:26:04.433997,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T17:26:04.434032,deployment,INFO,info,success,Running test suite,,,
2025-07-11T17:26:04.434072,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T17:26:05.763548,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:26:05.763670,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T17:26:05.763707,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T17:26:05.763845,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T17:26:05.763873,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T17:26:05.763904,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T17:26:05.805499,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:26:05.805624,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T17:26:05.840873,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T17:26:07.841457,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T17:26:07.841608,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T17:26:12.849331,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T17:26:12.851220,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T17:26:15.860945,deployment,WARNING,warning,warning,"Slack bot failed to start, continuing with Streamlit only",,,
2025-07-11T17:26:15.861082,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:26:15.861172,deployment,INFO,info,success,✅ streamlit is running (PID: 76599),,,
2025-07-11T17:26:15.861456,deployment,INFO,info,success,🎉 Deployment completed successfully in 13.71 seconds,,,
2025-07-11T17:26:15.861509,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:26:15.861543,deployment,INFO,info,success,✅ streamlit is running (PID: 76599),,,
2025-07-11T17:26:45.867818,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:26:45.868456,deployment,INFO,info,success,✅ streamlit is running (PID: 76599),,,
2025-07-11T17:28:10.174394,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T17:28:10.174493,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T17:28:10.174552,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T17:28:10.174604,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T17:28:10.174635,deployment,INFO,info,success,Installing dependencies,,,
2025-07-11T17:28:10.174676,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install pytest pytest-asyncio,Working directory: None,,
2025-07-11T17:28:10.655068,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:28:10.655205,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r agents/requirements.txt,Working directory: None,,
2025-07-11T17:28:11.181726,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:28:11.181876,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r client/requirements.txt,Working directory: None,,
2025-07-11T17:28:11.817003,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:28:11.817136,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 -m pip install -r slack_bot/requirements.txt,Working directory: None,,
2025-07-11T17:28:12.342337,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:28:12.342475,deployment,INFO,info,success,✅ All dependencies installed,,,
2025-07-11T17:28:12.342785,deployment,INFO,info,success,Running test suite,,,
2025-07-11T17:28:12.342841,deployment,DEBUG,debug,info,Running command: /opt/homebrew/opt/python@3.11/bin/python3.11 run_tests.py,Working directory: None,,
2025-07-11T17:28:13.502496,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:28:13.502679,deployment,INFO,info,success,✅ All tests passed,,,
2025-07-11T17:28:13.503055,deployment,INFO,info,success,Setting up configuration,,,
2025-07-11T17:28:13.503255,deployment,INFO,info,success,✅ Configuration set for debug mode,,,
2025-07-11T17:28:13.503317,deployment,INFO,info,success,Stopping existing services,,,
2025-07-11T17:28:13.503382,deployment,DEBUG,debug,info,Running command: pkill -f streamlit run,Working directory: None,,
2025-07-11T17:28:13.535729,deployment,DEBUG,debug,info,Command completed with exit code: 0,,,
2025-07-11T17:28:13.535847,deployment,DEBUG,debug,info,Running command: pkill -f python.*bot.py,Working directory: None,,
2025-07-11T17:28:13.570135,deployment,DEBUG,debug,info,Command completed with exit code: 1,,,
2025-07-11T17:28:15.574895,deployment,INFO,info,success,✅ Existing services stopped,,,
2025-07-11T17:28:15.574998,deployment,INFO,info,success,Starting Streamlit service,,,
2025-07-11T17:28:20.580286,deployment,INFO,info,success,✅ Streamlit service started successfully,,,
2025-07-11T17:28:20.580747,deployment,INFO,info,success,Starting Slack bot service,,,
2025-07-11T17:28:23.589704,deployment,WARNING,warning,warning,"Slack bot failed to start, continuing with Streamlit only",,,
2025-07-11T17:28:23.589871,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:28:23.590195,deployment,INFO,info,success,✅ streamlit is running (PID: 77654),,,
2025-07-11T17:28:23.590773,deployment,INFO,info,success,🎉 Deployment completed successfully in 13.42 seconds,,,
2025-07-11T17:28:23.590882,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:28:23.590980,deployment,INFO,info,success,✅ streamlit is running (PID: 77654),,,
2025-07-11T17:28:53.597293,deployment,INFO,info,success,Monitoring service health,,,
2025-07-11T17:28:53.597786,deployment,INFO,info,success,✅ streamlit is running (PID: 77654),,,
2025-07-11T17:29:20.833976,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T17:29:20.834106,deployment,INFO,info,success,Stopping all services,,,
2025-07-11T17:29:20.834464,deployment,INFO,info,success,✅ All services stopped,,,
2025-07-11T17:33:11.268436,deployment,INFO,info,success,Initializing Voxies Deployer,"Debug: True, Tests: True",,
2025-07-11T17:33:11.268724,deployment,INFO,info,success,Starting Voxies deployment,,,
2025-07-11T17:33:11.268795,deployment,INFO,info,success,Checking prerequisites,,,
2025-07-11T17:33:11.268861,deployment,INFO,info,success,✅ All prerequisites met,,,
2025-07-11T17:33:11.268892,deployment,INFO,info,success,Installing dependencies,,,
